"Sr.No","Round ▲▼","Institute ▲▼","Program ▲▼","Stream ▲▼","Quota ▲▼","Category ▲▼","Seat Gender ▲▼","Opening Rank ▲▼","Closing Rank ▲▼","Remark ▲▼"
"1180","Round 1","MAA GAYATRI COLLEGE OF PHARMACY , ALLAHABAD","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","554372.00","554372.00","Fresh Only"
"1181","Round 1","RAMDENI SINGH JAGDISH SINGH MEMORIAL SAMITI , AZAMGARH","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","581088.00","581088.00","Fresh Only"
"1182","Round 1","GOVERNMENT PHARMACY COLLEGE, BRD MEDICAL COLLEGE CAMPUS, GORAKHPUR , GORAKHPUR","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","BC","Both Male and Female Seats","242251.00","242251.00","Fresh Only"
"1183","Round 1","GOVERNMENT PHARMACY COLLEGE, BRD MEDICAL COLLEGE CAMPUS, GORAKHPUR , GORAKHPUR","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","5640.00","39707.00","Fresh Only"
"1184","Round 1","GOVERNMENT PHARMACY COLLEGE, BRD MEDICAL COLLEGE CAMPUS, GORAKHPUR , GORAKHPUR","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","SC","Both Male and Female Seats","164277.00","164277.00","Fresh Only"
"1185","Round 1","R. C. C. COLLEGE OF PHARMACY , BASTI","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","570855.00","570855.00","Fresh Only"
"1186","Round 1","VEER KUNWAR COLLEGE OF PHARMACY , BIJNOR","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","185111.00","483260.00","Fresh Only"
"1187","Round 1","VEER KUNWAR COLLEGE OF PHARMACY , BIJNOR","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","SC","Both Male and Female Seats","584850.00","584850.00","Fresh Only"
"1188","Round 1","ACCURATE COLLEGE OF PHARMACY , GAUTAM BUDDHA NAGAR","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","604151.00","604151.00","Fresh Only"
"1189","Round 1","HYGIA COLLEGE OF PHARMACY,LUCKNOW","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","513402.00","513402.00","Fresh Only"
"1190","Round 1","R. P. S. COLLEGE OF PHARMACY , BARABANKI","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","484178.00","484178.00","Fresh Only"
"1191","Round 1","K. J. COLLEGE OF PHARMACY , VARANASI","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","242583.00","558330.00","Fresh Only"
"1192","Round 1","SEIKO COLLEGE OF PHARMACY , LUCKNOW","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","349097.00","349097.00","Fresh Only"
"1193","Round 1","ANKERITE COLLEGE OF PHARMACY , LUCKNOW","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","532064.00","532064.00","Fresh Only"
"1194","Round 1","SHRI RAM COLLEGE OF PHARMACY , MUZAFFARNAGAR","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","353690.00","353690.00","Fresh Only"
"1195","Round 1","SHRI RAM COLLEGE OF PHARMACY , MUZAFFARNAGAR","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","240946.00","240946.00","Fresh Only"
"1196","Round 1","HARSHA INSTITUTE OF PHARMACY , LUCKNOW","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","421949.00","421949.00","Fresh Only"
"1197","Round 1","OM SAI VINDHYA COLLEGE OF PHARMACY , MIRZAPUR","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","348218.00","348218.00","Fresh Only"
"1198","Round 1","JYOTIRADITYA INSTITUTE OF PHARMACY , PRATAPGARH","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","486348.00","486348.00","Fresh Only"
"1199","Round 1","J.S.SINGH INSTITUTE OF PHARMACY , SITAPUR","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","490056.00","490056.00","Fresh Only"
"1200","Round 1","J.S.SINGH INSTITUTE OF PHARMACY , SITAPUR","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","99444.00","444312.00","Fresh Only"
"1201","Round 1","AVADH COLLEGE OF PHARMACY , BARABANKI","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","306672.00","306672.00","Fresh Only"
"1202","Round 1","AVADH COLLEGE OF PHARMACY , BARABANKI","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","374331.00","374331.00","Fresh Only"
"1203","Round 1","DR. V. P. MADNAWAT COLLEGE OF EDUCATIONAL AND PROFESSIONAL COURSES,HATHRAS","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","292160.00","292160.00","Fresh Only"
"1204","Round 1","R. G. S. COLLEGE OF PHARMACY,LUCKNOW","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","159188.00","159188.00","Fresh Only"
"1205","Round 1","BABU SUNDER SINGH COLLEGE OF PHARMACY,LUCKNOW","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","83104.00","83104.00","Fresh Only"
"1206","Round 1","BABU SUNDER SINGH COLLEGE OF PHARMACY,LUCKNOW","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","12468.00","363549.00","Fresh Only"
"1207","Round 1","DR. MITHILESH MANI TRIPATHI COLLEGE OF PHARMACY,SIDDHARTHNAGAR","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","377013.00","377013.00","Fresh Only"
"1208","Round 1","DHARAM SAMAJ COLLEGE OF PHARMACY,ALIGARH","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","180971.00","180971.00","Fresh Only"
"1209","Round 1","SAINATH COLLEGE OF PHARMACY,SONBHADRA","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","571710.00","571710.00","Fresh Only"
"1210","Round 1","NIRMALA DEVI PHARMACY COLLEGE,JAUNPUR","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","336627.00","336627.00","Fresh Only"
"1211","Round 1","INDIAN INSTITUTE OF HANDLOOM TECHNOLOGY,VARANASI","Handloom & Textile Technology","B.E./B. Tech (Lateral Entry)","Home State","BC(Girl)","Female Seats","223274.00","223274.00","Fresh Only"
"1212","Round 1","INDIAN INSTITUTE OF HANDLOOM TECHNOLOGY,VARANASI","Handloom & Textile Technology","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","218270.00","218270.00","Fresh Only"
"1213","Round 1","INDIAN INSTITUTE OF HANDLOOM TECHNOLOGY,VARANASI","Handloom & Textile Technology","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","181919.00","181919.00","Fresh Only"
"1214","Round 1","INDIAN INSTITUTE OF HANDLOOM TECHNOLOGY,VARANASI","Handloom & Textile Technology","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","151030.00","165709.00","Fresh Only"
"1215","Round 1","SRI SAI R R INSTITUTE OF PHARMACY","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","604144.00","604144.00","Fresh Only"
"1216","Round 1","S R M S INTERNATIONAL BUSINESS SCHOOL","BBA","BBA/BMS","Home State","OPEN(GIRL)","Female Seats","44327.00","249505.00","Fresh Only"
"1217","Round 1","S R M S INTERNATIONAL BUSINESS SCHOOL","BBA","BBA/BMS","Home State","OPEN","Both Male and Female Seats","59981.00","538271.00","Fresh Only"
"1218","Round 1","S R M S INTERNATIONAL BUSINESS SCHOOL","BCA","BCA","Home State","OPEN(GIRL)","Female Seats","64078.00","210613.00","Fresh Only"
"1219","Round 1","S R M S INTERNATIONAL BUSINESS SCHOOL","BCA","BCA","Home State","OPEN","Both Male and Female Seats","253518.00","253518.00","Fresh Only"
"1220","Round 1","UTTAR PRADESH INSTITUTE OF DESIGN & RESEARCH","Bachelor of Design","B.Des","Home State","OPEN","Both Male and Female Seats","40744.00","410527.00","Fresh Only"
"1221","Round 1","BUDDHA INSTITUTE OF MANAGEMENT","BBA","BBA/BMS","Home State","OPEN(GIRL)","Female Seats","158129.00","414136.00","Fresh Only"
"1222","Round 1","BUDDHA INSTITUTE OF MANAGEMENT","BBA","BBA/BMS","Home State","OPEN","Both Male and Female Seats","246141.00","555083.00","Fresh Only"
"1223","Round 1","BUDDHA INSTITUTE OF MANAGEMENT","BCA","BCA","Home State","OPEN(GIRL)","Female Seats","338637.00","556821.00","Fresh Only"
"1224","Round 1","BUDDHA INSTITUTE OF MANAGEMENT","BCA","BCA","Home State","OPEN","Both Male and Female Seats","239243.00","527049.00","Fresh Only"
"1225","Round 1","BUDDHA INSTITUTE OF MANAGEMENT","BCA (FW)","BCA","Home State","OPEN(TF)","Both Male and Female Seats","184134.00","365074.00","Fresh Only"
"1226","Round 1","Dr. Rammanohar Lohia Avadh University, Faizabad","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC(Girl)","Female Seats","183482.00","183482.00","Fresh Only"
"1227","Round 1","Dr. Rammanohar Lohia Avadh University, Faizabad","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","184075.00","217239.00","Fresh Only"
"1228","Round 1","Dr. Rammanohar Lohia Avadh University, Faizabad","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","166179.00","220526.00","Fresh Only"
"1229","Round 1","Dr. Rammanohar Lohia Avadh University, Faizabad","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","96274.00","148457.00","Fresh Only"
"1230","Round 1","Dr. Rammanohar Lohia Avadh University, Faizabad","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","93167.00","160671.00","Fresh Only"
"1231","Round 1","Dr. Rammanohar Lohia Avadh University, Faizabad","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC(Girl)","Female Seats","159494.00","159494.00","Fresh Only"
"1232","Round 1","Dr. Rammanohar Lohia Avadh University, Faizabad","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","160721.00","217412.00","Fresh Only"
"1233","Round 1","Dr. Rammanohar Lohia Avadh University, Faizabad","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","ST","Both Male and Female Seats","193190.00","193190.00","Fresh Only"
"1234","Round 1","Dr. Rammanohar Lohia Avadh University, Faizabad","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","BC(Girl)","Female Seats","173975.00","173975.00","Fresh Only"
"1235","Round 1","Dr. Rammanohar Lohia Avadh University, Faizabad","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","122920.00","122920.00","Fresh Only"
"1236","Round 1","Dr. Rammanohar Lohia Avadh University, Faizabad","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","104917.00","104917.00","Fresh Only"
"1237","Round 1","Dr. Rammanohar Lohia Avadh University, Faizabad","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","109051.00","115912.00","Fresh Only"
"1238","Round 1","Dr. Rammanohar Lohia Avadh University, Faizabad","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","190377.00","212409.00","Fresh Only"
"1239","Round 1","Dr. Rammanohar Lohia Avadh University, Faizabad","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","119788.00","119788.00","Fresh Only"
"1240","Round 1","Dr. Rammanohar Lohia Avadh University, Faizabad","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","97803.00","177104.00","Fresh Only"
"1241","Round 1","Dr. Rammanohar Lohia Avadh University, Faizabad","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","221386.00","221386.00","Fresh Only"
"1242","Round 1","Dr. Rammanohar Lohia Avadh University, Faizabad","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","166559.00","242052.00","Fresh Only"
"1243","Round 1","Dr. Rammanohar Lohia Avadh University, Faizabad","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","105371.00","198226.00","Fresh Only"
"1244","Round 1","Dr. Rammanohar Lohia Avadh University, Faizabad","Computer Science Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","69182.00","69182.00","Fresh Only"
"1245","Round 1","Dr. Rammanohar Lohia Avadh University, Faizabad","Computer Science Engineering","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","171841.00","171841.00","Fresh Only"
"1246","Round 1","Dr. Rammanohar Lohia Avadh University, Faizabad","Computer Science Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","26806.00","60665.00","Fresh Only"
"1247","Round 1","Veer Bahadur Singh Purvanchal University, Jaunpur","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","208702.00","228262.00","Fresh Only"
"1248","Round 1","Veer Bahadur Singh Purvanchal University, Jaunpur","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","40109.00","192985.00","Fresh Only"
"1249","Round 1","Veer Bahadur Singh Purvanchal University, Jaunpur","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","95526.00","194731.00","Fresh Only"
"1250","Round 1","Veer Bahadur Singh Purvanchal University, Jaunpur","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","157070.00","157070.00","Fresh Only"
"1251","Round 1","Veer Bahadur Singh Purvanchal University, Jaunpur","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","205557.00","205557.00","Fresh Only"
"1252","Round 1","Veer Bahadur Singh Purvanchal University, Jaunpur","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","172894.00","174756.00","Fresh Only"
"1253","Round 1","M. J. P. Ruhelkhand University, Bareilly","Computer Science & Information Technology","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","97050.00","97050.00","Fresh Only"
"1254","Round 1","M. J. P. Ruhelkhand University, Bareilly","Computer Science & Information Technology","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","57289.00","57289.00","Fresh Only"
"1255","Round 1","M. J. P. Ruhelkhand University, Bareilly","Computer Science & Information Technology","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","85766.00","85766.00","Fresh Only"
"1256","Round 1","M. J. P. Ruhelkhand University, Bareilly","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","79648.00","79648.00","Fresh Only"
"1257","Round 1","M. J. P. Ruhelkhand University, Bareilly","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","200228.00","200228.00","Fresh Only"
"1258","Round 1","M. J. P. Ruhelkhand University, Bareilly","Chemical Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","165080.00","165080.00","Fresh Only"
"1259","Round 1","M. J. P. Ruhelkhand University, Bareilly","Chemical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","162833.00","162833.00","Fresh Only"
"1260","Round 1","M. J. P. Ruhelkhand University, Bareilly","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","72996.00","72996.00","Fresh Only"
"1261","Round 1","D. D. U. Gorakhpur University, Gorakhpur","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","BC(Girl)","Female Seats","194654.00","207000.00","Fresh Only"
"1262","Round 1","D. D. U. Gorakhpur University, Gorakhpur","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","228964.00","228964.00","Fresh Only"
"1263","Round 1","D. D. U. Gorakhpur University, Gorakhpur","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","195187.00","195187.00","Fresh Only"
"1264","Round 1","D. D. U. Gorakhpur University, Gorakhpur","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","95830.00","190438.00","Fresh Only"
"1265","Round 1","D. D. U. Gorakhpur University, Gorakhpur","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","95963.00","194726.00","Fresh Only"
"1266","Round 1","D. D. U. Gorakhpur University, Gorakhpur","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","103410.00","228698.00","Fresh Only"
"1267","Round 1","D. D. U. Gorakhpur University, Gorakhpur","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC(Girl)","Female Seats","86734.00","86734.00","Fresh Only"
"1268","Round 1","D. D. U. Gorakhpur University, Gorakhpur","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","80832.00","90598.00","Fresh Only"
"1269","Round 1","D. D. U. Gorakhpur University, Gorakhpur","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","89002.00","89002.00","Fresh Only"
"1270","Round 1","D. D. U. Gorakhpur University, Gorakhpur","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","63322.00","81716.00","Fresh Only"
"1271","Round 1","D. D. U. Gorakhpur University, Gorakhpur","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","55932.00","77693.00","Fresh Only"
"1272","Round 1","D. D. U. Gorakhpur University, Gorakhpur","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","121605.00","140240.00","Fresh Only"
"1273","Round 1","D. D. U. Gorakhpur University, Gorakhpur","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","148834.00","237481.00","Fresh Only"
"1274","Round 1","D. D. U. Gorakhpur University, Gorakhpur","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","68520.00","237475.00","Fresh Only"
"1275","Round 1","Ch. Charan Singh University Campus (SCRIET) Meerut","Computer Science","B.E./B. Tech (Lateral Entry)","Home State","BC(Girl)","Female Seats","212498.00","212498.00","Fresh Only"
"1276","Round 1","Ch. Charan Singh University Campus (SCRIET) Meerut","Computer Science","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","86491.00","86491.00","Fresh Only"
"1277","Round 1","Ch. Charan Singh University Campus (SCRIET) Meerut","Computer Science","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","90719.00","90719.00","Fresh Only"
